ID,question,result,expected,corrupt
28,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
28,Yes/no question,Frase 2,Frase 2,FALSE
28,Counter-expectational,Frase 2,Frase 2,FALSE
28,Rhetorical question,Frase 1,Frase 1,FALSE
28,Surprise-disapproval question,Frase 2,Frase 2,FALSE
28,Declarative biased question,Frase 1,Frase 1,FALSE
28,Exclamative,Frase 1,Frase 1,FALSE
28,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
28,Subject wh-question,Frase 1,Frase 1,FALSE
29,Declarative,Frase 1,Frase 1,FALSE
29,Info-seeking wh-question,Frase 1,Frase 1,FALSE
29,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
29,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
29,Object wh question,Frase 2,Frase 2,FALSE
29,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
29,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
29,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
29,Yes/no question,Frase 2,Frase 2,FALSE
29,Counter-expectational,Frase 2,Frase 2,FALSE
29,Rhetorical question,Frase 2,Frase 1,FALSE
29,Surprise-disapproval question,Frase 1,Frase 2,FALSE
29,Declarative biased question,Frase 2,Frase 1,FALSE
29,Exclamative,Frase 1,Frase 1,FALSE
29,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
29,Subject wh-question,Frase 1,Frase 1,FALSE
30,Declarative,Frase 1,Frase 1,FALSE
30,Info-seeking wh-question,Frase 1,Frase 1,FALSE
30,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
30,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
30,Object wh question,Frase 2,Frase 2,FALSE
30,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
30,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
30,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
30,Yes/no question,Frase 2,Frase 2,FALSE
30,Counter-expectational,Frase 2,Frase 2,FALSE
30,Rhetorical question,Frase 1,Frase 1,FALSE
30,Surprise-disapproval question,Frase 2,Frase 2,FALSE
30,Declarative biased question,Frase 1,Frase 1,FALSE
30,Exclamative,Frase 1,Frase 1,FALSE
30,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
30,Subject wh-question,Frase 1,Frase 1,FALSE
31,Declarative,Frase 1,Frase 1,FALSE
31,Info-seeking wh-question,Frase 1,Frase 1,FALSE
31,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
31,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
31,Object wh question,Frase 2,Frase 2,FALSE
31,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
31,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
31,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
31,Yes/no question,Frase 2,Frase 2,FALSE
31,Counter-expectational,Frase 2,Frase 2,FALSE
31,Rhetorical question,Frase 1,Frase 1,FALSE
31,Surprise-disapproval question,Frase 2,Frase 2,FALSE
31,Declarative biased question,Frase 2,Frase 1,FALSE
31,Exclamative,Frase 1,Frase 1,FALSE
31,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
31,Subject wh-question,Frase 1,Frase 1,FALSE
32,Declarative,Frase 1,Frase 1,FALSE
32,Info-seeking wh-question,Frase 1,Frase 1,FALSE
32,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
32,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
32,Object wh question,Frase 2,Frase 2,FALSE
32,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
32,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
32,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
32,Yes/no question,Frase 2,Frase 2,FALSE
32,Counter-expectational,Frase 2,Frase 2,FALSE
32,Rhetorical question,Frase 1,Frase 1,FALSE
32,Surprise-disapproval question,Frase 2,Frase 2,FALSE
32,Declarative biased question,Frase 1,Frase 1,FALSE
32,Exclamative,Frase 1,Frase 1,FALSE
32,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
32,Subject wh-question,Frase 2,Frase 1,FALSE
33,Declarative,Frase 1,Frase 1,FALSE
33,Info-seeking wh-question,Frase 1,Frase 1,FALSE
33,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
33,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
33,Object wh question,Frase 2,Frase 2,FALSE
33,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
33,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
33,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
33,Yes/no question,Frase 2,Frase 2,FALSE
33,Counter-expectational,Frase 2,Frase 2,FALSE
33,Rhetorical question,Frase 1,Frase 1,FALSE
33,Surprise-disapproval question,Frase 2,Frase 2,FALSE
33,Declarative biased question,Frase 1,Frase 1,FALSE
33,Exclamative,Frase 1,Frase 1,FALSE
33,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
33,Subject wh-question,Frase 1,Frase 1,FALSE
34,Declarative,Frase 1,Frase 1,FALSE
34,Info-seeking wh-question,Frase 1,Frase 1,FALSE
34,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
34,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
34,Object wh question,Frase 2,Frase 2,FALSE
34,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
34,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
34,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
34,Yes/no question,Frase 2,Frase 2,FALSE
34,Counter-expectational,Frase 2,Frase 2,FALSE
34,Rhetorical question,Frase 1,Frase 1,FALSE
34,Surprise-disapproval question,Frase 2,Frase 2,FALSE
34,Declarative biased question,Frase 1,Frase 1,FALSE
34,Exclamative,Frase 1,Frase 1,FALSE
34,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
34,Subject wh-question,Frase 2,Frase 1,FALSE
35,Declarative,Frase 1,Frase 1,FALSE
35,Info-seeking wh-question,Frase 1,Frase 1,FALSE
35,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
35,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
35,Object wh question,Frase 2,Frase 2,FALSE
35,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
35,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
35,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
35,Yes/no question,Frase 2,Frase 2,FALSE
35,Counter-expectational,Frase 2,Frase 2,FALSE
35,Rhetorical question,Frase 1,Frase 1,FALSE
35,Surprise-disapproval question,Frase 2,Frase 2,FALSE
35,Declarative biased question,Frase 1,Frase 1,FALSE
35,Exclamative,Frase 1,Frase 1,FALSE
35,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
35,Subject wh-question,Frase 1,Frase 1,FALSE
36,Declarative,Frase 2,Frase 1,FALSE
36,Info-seeking wh-question,Frase 1,Frase 1,FALSE
36,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
36,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
36,Object wh question,Frase 2,Frase 2,FALSE
36,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 1,Frase 2,FALSE
36,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
36,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
36,Yes/no question,Frase 2,Frase 2,FALSE
36,Counter-expectational,Frase 2,Frase 2,FALSE
36,Rhetorical question,Frase 1,Frase 1,FALSE
36,Surprise-disapproval question,Frase 2,Frase 2,FALSE
36,Declarative biased question,Frase 1,Frase 1,FALSE
36,Exclamative,Frase 1,Frase 1,FALSE
36,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
36,Subject wh-question,Frase 1,Frase 1,FALSE
37,Declarative,Frase 1,Frase 1,FALSE
37,Info-seeking wh-question,Frase 1,Frase 1,FALSE
37,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
37,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
37,Object wh question,Frase 2,Frase 2,FALSE
37,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
37,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
37,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
37,Yes/no question,Frase 2,Frase 2,FALSE
37,Counter-expectational,Frase 2,Frase 2,FALSE
37,Rhetorical question,Frase 1,Frase 1,FALSE
37,Surprise-disapproval question,Frase 2,Frase 2,FALSE
37,Declarative biased question,Frase 2,Frase 1,FALSE
37,Exclamative,Frase 1,Frase 1,FALSE
37,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
37,Subject wh-question,Frase 1,Frase 1,FALSE
38,Declarative,Frase 1,Frase 1,FALSE
38,Info-seeking wh-question,Frase 1,Frase 1,FALSE
38,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
38,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
38,Object wh question,Frase 2,Frase 2,FALSE
38,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
38,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
38,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
38,Yes/no question,Frase 2,Frase 2,FALSE
38,Counter-expectational,Frase 2,Frase 2,FALSE
38,Rhetorical question,Frase 1,Frase 1,FALSE
38,Surprise-disapproval question,Frase 2,Frase 2,FALSE
38,Declarative biased question,Frase 2,Frase 1,FALSE
38,Exclamative,Frase 1,Frase 1,FALSE
38,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
38,Subject wh-question,Frase 1,Frase 1,FALSE
39,Declarative,Frase 1,Frase 1,FALSE
39,Info-seeking wh-question,Frase 1,Frase 1,FALSE
39,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
39,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
39,Object wh question,Frase 2,Frase 2,FALSE
39,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
39,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
39,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
39,Yes/no question,Frase 2,Frase 2,FALSE
39,Counter-expectational,Frase 2,Frase 2,FALSE
39,Rhetorical question,Frase 1,Frase 1,FALSE
39,Surprise-disapproval question,Frase 2,Frase 2,FALSE
39,Declarative biased question,Frase 1,Frase 1,FALSE
39,Exclamative,Frase 1,Frase 1,FALSE
39,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
39,Subject wh-question,Frase 1,Frase 1,FALSE
40,Declarative,Frase 1,Frase 1,FALSE
40,Info-seeking wh-question,Frase 1,Frase 1,FALSE
40,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
40,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
40,Object wh question,Frase 2,Frase 2,FALSE
40,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
40,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
40,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
40,Yes/no question,Frase 2,Frase 2,FALSE
40,Counter-expectational,Frase 2,Frase 2,FALSE
40,Rhetorical question,Frase 1,Frase 1,FALSE
40,Surprise-disapproval question,Frase 2,Frase 2,FALSE
40,Declarative biased question,Frase 1,Frase 1,FALSE
40,Exclamative,Frase 1,Frase 1,FALSE
40,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
40,Subject wh-question,Frase 1,Frase 1,FALSE
41,Declarative,Frase 1,Frase 1,FALSE
41,Info-seeking wh-question,Frase 1,Frase 1,FALSE
41,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
41,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
41,Object wh question,Frase 2,Frase 2,FALSE
41,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
41,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
41,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
41,Yes/no question,Frase 2,Frase 2,FALSE
41,Counter-expectational,Frase 2,Frase 2,FALSE
41,Rhetorical question,Frase 1,Frase 1,FALSE
41,Surprise-disapproval question,Frase 2,Frase 2,FALSE
41,Declarative biased question,Frase 1,Frase 1,FALSE
41,Exclamative,Frase 1,Frase 1,FALSE
41,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
41,Subject wh-question,Frase 1,Frase 1,FALSE
42,Declarative,Frase 1,Frase 1,FALSE
42,Info-seeking wh-question,Frase 1,Frase 1,FALSE
42,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
42,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
42,Object wh question,Frase 2,Frase 2,FALSE
42,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
42,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
42,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
42,Yes/no question,Frase 2,Frase 2,FALSE
42,Counter-expectational,Frase 2,Frase 2,FALSE
42,Rhetorical question,Frase 1,Frase 1,FALSE
42,Surprise-disapproval question,Frase 2,Frase 2,FALSE
42,Declarative biased question,Frase 1,Frase 1,FALSE
42,Exclamative,Frase 1,Frase 1,FALSE
42,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
42,Subject wh-question,Frase 1,Frase 1,FALSE
43,Declarative,Frase 1,Frase 1,FALSE
43,Info-seeking wh-question,Frase 1,Frase 1,FALSE
43,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
43,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
43,Object wh question,Frase 2,Frase 2,FALSE
43,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
43,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
43,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
43,Yes/no question,Frase 2,Frase 2,FALSE
43,Counter-expectational,Frase 2,Frase 2,FALSE
43,Rhetorical question,Frase 1,Frase 1,FALSE
43,Surprise-disapproval question,Frase 2,Frase 2,FALSE
43,Declarative biased question,Frase 1,Frase 1,FALSE
43,Exclamative,Frase 1,Frase 1,FALSE
43,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
43,Subject wh-question,Frase 1,Frase 1,FALSE
44,Declarative,Frase 1,Frase 1,FALSE
44,Info-seeking wh-question,Frase 1,Frase 1,FALSE
44,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
44,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
44,Object wh question,Frase 2,Frase 2,FALSE
44,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
44,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
44,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
44,Yes/no question,Frase 2,Frase 2,FALSE
44,Counter-expectational,Frase 2,Frase 2,FALSE
44,Rhetorical question,Frase 1,Frase 1,FALSE
44,Surprise-disapproval question,Frase 2,Frase 2,FALSE
44,Declarative biased question,Frase 1,Frase 1,FALSE
44,Exclamative,Frase 1,Frase 1,FALSE
44,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
44,Subject wh-question,Frase 1,Frase 1,FALSE
45,Declarative,Frase 1,Frase 1,FALSE
45,Info-seeking wh-question,Frase 1,Frase 1,FALSE
45,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
45,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
45,Object wh question,Frase 2,Frase 2,FALSE
45,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
45,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
45,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
45,Yes/no question,Frase 2,Frase 2,FALSE
45,Counter-expectational,Frase 2,Frase 2,FALSE
45,Rhetorical question,Frase 1,Frase 1,FALSE
45,Surprise-disapproval question,Frase 2,Frase 2,FALSE
45,Declarative biased question,Frase 1,Frase 1,FALSE
45,Exclamative,Frase 1,Frase 1,FALSE
45,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
45,Subject wh-question,Frase 1,Frase 1,FALSE
46,Declarative,Frase 1,Frase 1,FALSE
46,Info-seeking wh-question,Frase 1,Frase 1,FALSE
46,Info-seeking non-wh question,Frase 2,Frase 2,FALSE
46,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
46,Object wh question,Frase 1,Frase 2,FALSE
46,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 1,Frase 2,FALSE
46,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
46,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
46,Yes/no question,Frase 2,Frase 2,FALSE
46,Counter-expectational,Frase 2,Frase 2,FALSE
46,Rhetorical question,Frase 1,Frase 1,FALSE
46,Surprise-disapproval question,Frase 2,Frase 2,FALSE
46,Declarative biased question,Frase 1,Frase 1,FALSE
46,Exclamative,Frase 1,Frase 1,FALSE
46,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
46,Subject wh-question,Frase 1,Frase 1,FALSE
47,Declarative,Frase 1,Frase 1,FALSE
47,Info-seeking wh-question,Frase 1,Frase 1,FALSE
47,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
47,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
47,Object wh question,Frase 1,Frase 2,FALSE
47,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
47,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
47,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
47,Yes/no question,Frase 2,Frase 2,FALSE
47,Counter-expectational,Frase 2,Frase 2,FALSE
47,Rhetorical question,Frase 1,Frase 1,FALSE
47,Surprise-disapproval question,Frase 2,Frase 2,FALSE
47,Declarative biased question,Frase 2,Frase 1,FALSE
47,Exclamative,Frase 1,Frase 1,FALSE
47,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
47,Subject wh-question,Frase 1,Frase 1,FALSE
48,Declarative,Frase 1,Frase 1,FALSE
48,Info-seeking wh-question,Frase 1,Frase 1,FALSE
48,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
48,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
48,Object wh question,Frase 2,Frase 2,FALSE
48,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
48,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
48,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
48,Yes/no question,Frase 1,Frase 2,FALSE
48,Counter-expectational,Frase 2,Frase 2,FALSE
48,Rhetorical question,Frase 1,Frase 1,FALSE
48,Surprise-disapproval question,Frase 2,Frase 2,FALSE
48,Declarative biased question,Frase 1,Frase 1,FALSE
48,Exclamative,Frase 1,Frase 1,FALSE
48,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
48,Subject wh-question,Frase 1,Frase 1,FALSE
49,Declarative,Frase 1,Frase 1,FALSE
49,Info-seeking wh-question,Frase 1,Frase 1,FALSE
49,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
49,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
49,Object wh question,Frase 2,Frase 2,FALSE
49,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
49,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
49,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
49,Yes/no question,Frase 2,Frase 2,FALSE
49,Counter-expectational,Frase 2,Frase 2,FALSE
49,Rhetorical question,Frase 1,Frase 1,FALSE
49,Surprise-disapproval question,Frase 2,Frase 2,FALSE
49,Declarative biased question,Frase 1,Frase 1,FALSE
49,Exclamative,Frase 1,Frase 1,FALSE
49,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
49,Subject wh-question,Frase 1,Frase 1,FALSE
50,Declarative,Frase 1,Frase 1,FALSE
50,Info-seeking wh-question,Frase 1,Frase 1,FALSE
50,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
50,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
50,Object wh question,Frase 1,Frase 2,FALSE
50,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
50,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
50,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
50,Yes/no question,Frase 1,Frase 2,FALSE
50,Counter-expectational,Frase 2,Frase 2,FALSE
50,Rhetorical question,Frase 1,Frase 1,FALSE
50,Surprise-disapproval question,Frase 2,Frase 2,FALSE
50,Declarative biased question,Frase 1,Frase 1,FALSE
50,Exclamative,Frase 1,Frase 1,FALSE
50,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
50,Subject wh-question,Frase 1,Frase 1,FALSE
51,Declarative,Frase 1,Frase 1,FALSE
51,Info-seeking wh-question,Frase 1,Frase 1,FALSE
51,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
51,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
51,Object wh question,Frase 2,Frase 2,FALSE
51,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
51,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
51,"Unheard echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,TRUE
51,Yes/no question,Frase 1,Frase 2,FALSE
51,Counter-expectational,Frase 2,Frase 2,FALSE
51,Rhetorical question,Frase 1,Frase 1,FALSE
51,Surprise-disapproval question,Frase 2,Frase 2,FALSE
51,Declarative biased question,Frase 1,Frase 1,FALSE
51,Exclamative,Frase 1,Frase 1,FALSE
51,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
51,Subject wh-question,Frase 1,Frase 1,FALSE
52,Declarative,Frase 1,Frase 1,FALSE
52,Info-seeking wh-question,Frase 1,Frase 1,FALSE
52,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
52,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
52,Object wh question,Frase 1,Frase 2,FALSE
52,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
52,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
52,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
52,Yes/no question,Frase 2,Frase 2,FALSE
52,Counter-expectational,Frase 2,Frase 2,FALSE
52,Rhetorical question,Frase 1,Frase 1,FALSE
52,Surprise-disapproval question,Frase 2,Frase 2,FALSE
52,Declarative biased question,Frase 2,Frase 1,FALSE
52,Exclamative,Frase 1,Frase 1,FALSE
52,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
52,Subject wh-question,Frase 2,Frase 1,FALSE
53,Declarative,Frase 2,Frase 1,FALSE
53,Info-seeking wh-question,Frase 1,Frase 1,FALSE
53,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
53,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
53,Object wh question,Frase 2,Frase 2,FALSE
53,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
53,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
53,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
53,Yes/no question,Frase 1,Frase 2,FALSE
53,Counter-expectational,Frase 2,Frase 2,FALSE
53,Rhetorical question,Frase 1,Frase 1,FALSE
53,Surprise-disapproval question,Frase 2,Frase 2,FALSE
53,Declarative biased question,Frase 1,Frase 1,FALSE
53,Exclamative,Frase 1,Frase 1,FALSE
53,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
53,Subject wh-question,Frase 1,Frase 1,FALSE
54,Declarative,Frase 1,Frase 1,FALSE
54,Info-seeking wh-question,Frase 1,Frase 1,FALSE
54,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
54,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
54,Object wh question,Frase 1,Frase 2,FALSE
54,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
54,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,FALSE
54,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
54,Yes/no question,Frase 2,Frase 2,FALSE
54,Counter-expectational,Frase 2,Frase 2,FALSE
54,Rhetorical question,Frase 1,Frase 1,FALSE
54,Surprise-disapproval question,Frase 2,Frase 2,FALSE
54,Declarative biased question,Frase 1,Frase 1,FALSE
54,Exclamative,Frase 1,Frase 1,FALSE
54,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
54,Subject wh-question,Frase 1,Frase 1,FALSE
55,Declarative,Frase 1,Frase 1,FALSE
55,Info-seeking wh-question,Frase 1,Frase 1,FALSE
55,Info-seeking non-wh question,Frase 1,Frase 2,FALSE
55,"Disapproval echo-question 
(wh-to-HLP)",Frase 1,Frase 1,FALSE
55,Object wh question,Frase 1,Frase 2,FALSE
55,"Disapproval echo question 
(wh-to-LLP/tutto)",Frase 2,Frase 2,FALSE
55,"Disapproval echo question 
(wh-to-LLP/buone)",Frase 2,Frase 2,FALSE
55,"Unheard echo question 
(wh-to-LLP/buone)",Frase 1,Frase 2,TRUE
55,Yes/no question,Frase 2,Frase 2,FALSE
55,Counter-expectational,Frase 2,Frase 2,FALSE
55,Rhetorical question,Frase 1,Frase 1,FALSE
55,Surprise-disapproval question,Frase 2,Frase 2,FALSE
55,Declarative biased question,Frase 2,Frase 1,FALSE
55,Exclamative,Frase 1,Frase 1,FALSE
55,Can’t-find-the-value-of-x question,Frase 1,Frase 1,FALSE
55,Subject wh-question,Frase 1,Frase 1,FALSE
